Algoritmo,Accuracy Media,Accuracy Std,Accuracy Min,Accuracy Max,Accuracy Mediana,Parámetros Media,Parámetros Std
F1,0.9844444444444445,0.017356110390903665,0.9555555555555556,1.0,0.9888888888888889,241.4,147.00013605435882
