Algoritmo,Accuracy Media,Accuracy Std,Accuracy Min,Accuracy Max,Accuracy Mediana,Parámetros Media,Parámetros Std,K Media,K Std,K Min,K Max,K Mediana
F2,0.9133333333333334,0.020964402515681345,0.8666666666666667,0.9333333333333333,0.9111111111111111,131.2,50.18924187512698,3.6,0.48989794855663565,3,4,4.0
